route_id,start_lat,start_lon,end_lat,end_lon,distance_km,travel_time_min,traffic_level,weather,road_type,accidents,fuel_cost,safety_index,scenic_score,user_preference,recommended,start_city,end_city,avg_speed_kmph
75318,9.4075,-0.8536,6.6885,-1.6244,378.4,908.16,3,Rainy,Main,0,1177.5,7.67,5,Safe,0,Tamale,Kumasi,25.0
75319,6.2007,-1.6663,9.4075,-0.8536,476.96,408.82,1,Rainy,Highway,0,931.61,8.86,5,Fast,0,Obuasi,Tamale,70.0
75320,6.6885,-1.6244,6.6101,0.4713,295.39,253.19,1,Sunny,Highway,1,781.28,8.68,3,Fast,0,Kumasi,Ho,70.0
75321,7.3399,-2.3268,5.1053,-1.2466,361.76,620.16,3,Cloudy,Highway,0,1101.7,7.33,4,Safe,0,Sunyani,Cape Coast,35.0
75322,5.1053,-1.2466,5.6698,0.0166,195.59,419.12,2,Cloudy,Local,1,420.87,7.47,6,Fast,0,Cape Coast,Tema,28.0
75323,10.0607,-2.5099,7.5855,-1.9395,356.67,305.72,1,Sunny,Highway,1,918.78,9.06,1,Scenic,0,Wa,Techiman,70.0
75324,9.4075,-0.8536,10.7856,-0.8514,205.5,352.29,3,Stormy,Highway,1,590.65,7.36,10,Safe,0,Tamale,Bolgatanga,35.0
75325,5.6698,0.0166,6.2007,-1.6663,237.79,203.82,1,Cloudy,Highway,0,645.3,9.13,4,Safe,1,Tema,Obuasi,70.0
75326,6.6885,-1.6244,5.1053,-1.2466,240.95,206.53,1,Sunny,Highway,0,543.53,8.68,2,Fast,1,Kumasi,Cape Coast,70.0
75327,6.6101,0.4713,4.8945,-1.7554,415.88,998.11,3,Rainy,Main,0,1173.58,5.61,10,Fast,0,Ho,Takoradi,25.0
75328,5.1053,-1.2466,7.5855,-1.9395,377.91,404.9,2,Sunny,Highway,0,870.37,7.44,7,Safe,0,Cape Coast,Techiman,56.0
75329,10.7856,-0.8514,5.6698,0.0166,759.09,1626.62,2,Sunny,Local,0,1724.53,8.27,10,Fast,1,Bolgatanga,Tema,28.0
75330,6.6101,0.4713,7.3399,-2.3268,428.13,733.94,3,Sunny,Highway,1,1297.3,5.93,2,Fast,0,Ho,Sunyani,35.0
75331,10.7856,-0.8514,6.2007,-1.6663,687.8,736.93,2,Rainy,Highway,0,1539.81,7.26,3,Scenic,0,Bolgatanga,Obuasi,56.0
75332,6.2007,-1.6663,5.6037,-0.187,214.08,513.79,3,Rainy,Main,1,529.68,6.99,7,Safe,0,Obuasi,Accra,25.0
75333,5.6698,0.0166,7.3399,-2.3268,415.57,445.25,2,Cloudy,Highway,0,1153.5,7.66,4,Fast,0,Tema,Sunyani,56.0
75334,10.0607,-2.5099,6.6885,-1.6244,517.62,554.59,2,Sunny,Highway,0,950.59,7.83,8,Scenic,1,Wa,Kumasi,56.0
75335,10.0607,-2.5099,7.5855,-1.9395,348.07,745.86,2,Rainy,Local,0,857.57,8.79,5,Fast,0,Wa,Techiman,28.0
75336,6.2007,-1.6663,9.4075,-0.8536,484.39,415.19,1,Sunny,Highway,2,1102.68,8.54,9,Scenic,1,Obuasi,Tamale,70.0
75337,5.1053,-1.2466,7.3399,-2.3268,336.37,403.64,1,Sunny,Main,0,780.88,9.04,10,Scenic,1,Cape Coast,Sunyani,50.0
75338,7.5855,-1.9395,7.3399,-2.3268,62.71,75.25,1,Sunny,Main,0,168.1,8.9,2,Safe,0,Techiman,Sunyani,50.0
75339,6.0945,-0.2611,5.6698,0.0166,68.92,73.84,2,Sunny,Highway,0,163.9,7.09,2,Safe,1,Koforidua,Tema,56.0
75340,7.3399,-2.3268,10.0607,-2.5099,365.01,625.73,1,Sunny,Local,0,731.8,8.61,8,Fast,0,Sunyani,Wa,35.0
75341,10.0607,-2.5099,6.2007,-1.6663,527.3,564.96,2,Cloudy,Highway,1,1520.07,8.36,1,Safe,0,Wa,Obuasi,56.0
75342,6.0945,-0.2611,5.1053,-1.2466,202.45,433.82,2,Sunny,Local,0,493.17,7.55,9,Safe,0,Koforidua,Cape Coast,28.0
75343,7.5855,-1.9395,6.0945,-0.2611,322.67,345.72,2,Rainy,Highway,0,925.79,7.8,9,Safe,0,Techiman,Koforidua,56.0
75344,9.4075,-0.8536,5.1053,-1.2466,620.16,1063.13,3,Sunny,Highway,1,1677.75,5.65,3,Safe,0,Tamale,Cape Coast,35.0
75345,6.6885,-1.6244,5.6698,0.0166,261.85,392.78,2,Stormy,Main,1,670.56,6.97,8,Safe,0,Kumasi,Tema,40.0
75346,6.0945,-0.2611,6.6101,0.4713,124.72,149.66,1,Rainy,Main,0,213.16,8.51,2,Safe,1,Koforidua,Ho,50.0
75347,6.2007,-1.6663,10.7856,-0.8514,695.01,595.72,1,Cloudy,Highway,0,1757.81,8.8,4,Scenic,1,Obuasi,Bolgatanga,70.0
75348,6.2007,-1.6663,4.8945,-1.7554,195.6,167.66,1,Rainy,Highway,0,338.86,9.27,5,Fast,0,Obuasi,Takoradi,70.0
75349,5.6698,0.0166,7.3399,-2.3268,415.88,499.06,1,Rainy,Main,1,1046.44,8.76,1,Fast,1,Tema,Sunyani,50.0
75350,10.7856,-0.8514,6.6101,0.4713,606.94,650.29,2,Sunny,Highway,1,1379.22,6.76,5,Fast,0,Bolgatanga,Ho,56.0
75351,7.3399,-2.3268,5.1053,-1.2466,352.99,302.56,1,Cloudy,Highway,0,607.82,8.94,7,Fast,1,Sunyani,Cape Coast,70.0
75352,4.8945,-1.7554,5.6037,-0.187,229.8,492.43,2,Cloudy,Local,1,424.55,7.88,2,Scenic,0,Takoradi,Accra,28.0
75353,5.1053,-1.2466,10.0607,-2.5099,752.14,1611.73,2,Sunny,Local,0,1495.19,7.34,4,Safe,0,Cape Coast,Wa,28.0
75354,6.0945,-0.2611,10.0607,-2.5099,658.08,1128.14,3,Sunny,Highway,0,1743.12,7.71,4,Fast,0,Koforidua,Wa,35.0
75355,6.6101,0.4713,6.6885,-1.6244,294.49,252.42,1,Sunny,Highway,0,746.81,9.09,4,Fast,1,Ho,Kumasi,70.0
75356,6.6885,-1.6244,6.6101,0.4713,287.02,430.53,2,Rainy,Main,0,542.08,8.99,6,Scenic,0,Kumasi,Ho,40.0
75357,6.0945,-0.2611,9.4075,-0.8536,496.15,1190.76,3,Rainy,Main,2,1304.42,5.12,8,Safe,0,Koforidua,Tamale,25.0
75358,6.6885,-1.6244,6.2007,-1.6663,72.69,124.61,3,Sunny,Highway,3,177.79,6.81,4,Safe,0,Kumasi,Obuasi,35.0
75359,7.3399,-2.3268,10.0607,-2.5099,368.13,315.54,1,Sunny,Highway,0,743.92,8.53,4,Scenic,0,Sunyani,Wa,70.0
75360,6.6101,0.4713,7.3399,-2.3268,428.97,1029.53,3,Rainy,Main,0,1232.43,5.54,5,Scenic,0,Ho,Sunyani,25.0
75361,6.6885,-1.6244,5.6698,0.0166,265.07,284.0,2,Sunny,Highway,0,615.23,8.76,3,Fast,0,Kumasi,Tema,56.0
75362,9.4075,-0.8536,7.3399,-2.3268,360.49,617.98,1,Rainy,Local,0,862.85,9.32,4,Safe,1,Tamale,Sunyani,35.0
75363,6.6101,0.4713,4.8945,-1.7554,407.54,698.64,3,Rainy,Highway,2,1026.29,5.87,8,Scenic,0,Ho,Takoradi,35.0
75364,10.7856,-0.8514,5.6037,-0.187,721.36,1082.04,2,Sunny,Main,1,2054.65,8.43,9,Safe,1,Bolgatanga,Accra,40.0
75365,4.8945,-1.7554,10.7856,-0.8514,862.9,924.54,2,Stormy,Highway,0,1628.64,7.32,6,Fast,0,Takoradi,Bolgatanga,56.0
75366,10.0607,-2.5099,7.5855,-1.9395,353.45,848.28,3,Cloudy,Main,0,851.31,6.35,9,Fast,0,Wa,Techiman,25.0
75367,10.0607,-2.5099,6.6885,-1.6244,521.66,625.99,1,Sunny,Main,0,952.9,9.09,4,Fast,0,Wa,Kumasi,50.0
75368,7.3399,-2.3268,9.4075,-0.8536,370.31,444.37,1,Rainy,Main,1,693.87,9.17,5,Safe,0,Sunyani,Tamale,50.0
75369,6.2007,-1.6663,5.6037,-0.187,233.08,349.62,2,Cloudy,Main,0,535.63,7.49,1,Scenic,0,Obuasi,Accra,40.0
75370,10.7856,-0.8514,5.6698,0.0166,744.66,1276.56,3,Sunny,Highway,3,1976.97,5.01,3,Safe,0,Bolgatanga,Tema,35.0
75371,6.2007,-1.6663,5.6037,-0.187,237.4,356.1,2,Rainy,Main,0,672.3,7.92,2,Safe,0,Obuasi,Accra,40.0
75372,7.3399,-2.3268,6.6101,0.4713,413.9,709.54,3,Rainy,Highway,0,934.94,6.06,3,Safe,0,Sunyani,Ho,35.0
75373,9.4075,-0.8536,10.0607,-2.5099,242.6,831.77,3,Sunny,Local,1,764.6,5.43,1,Scenic,0,Tamale,Wa,17.5
75374,9.4075,-0.8536,10.0607,-2.5099,241.65,579.96,3,Rainy,Main,1,510.41,5.68,8,Fast,0,Tamale,Wa,25.0
75375,7.5855,-1.9395,6.2007,-1.6663,209.39,502.54,3,Rainy,Main,0,417.63,5.62,8,Safe,0,Techiman,Obuasi,25.0
75376,6.6101,0.4713,6.6885,-1.6244,286.6,429.9,2,Sunny,Main,1,522.22,8.28,9,Safe,1,Ho,Kumasi,40.0
75377,9.4075,-0.8536,5.1053,-1.2466,645.38,2212.73,3,Sunny,Local,0,1995.92,6.01,5,Fast,0,Tamale,Cape Coast,17.5
75378,7.5855,-1.9395,10.0607,-2.5099,368.73,632.11,3,Cloudy,Highway,0,1153.58,7.43,3,Safe,0,Techiman,Wa,35.0
75379,6.2007,-1.6663,6.6101,0.4713,290.14,994.77,3,Stormy,Local,2,599.86,4.78,10,Scenic,0,Obuasi,Ho,17.5
75380,10.0607,-2.5099,6.6101,0.4713,609.73,914.6,2,Sunny,Main,0,1426.92,7.9,8,Safe,1,Wa,Ho,40.0
75381,10.0607,-2.5099,9.4075,-0.8536,238.51,357.76,2,Cloudy,Main,0,507.89,8.38,4,Scenic,0,Wa,Tamale,40.0
75382,6.6101,0.4713,5.1053,-1.2466,327.3,280.54,1,Rainy,Highway,1,600.04,8.86,1,Safe,1,Ho,Cape Coast,70.0
75383,10.7856,-0.8514,6.6101,0.4713,589.13,1413.91,3,Rainy,Main,0,1328.61,6.47,3,Safe,0,Bolgatanga,Ho,25.0
75384,5.6698,0.0166,6.2007,-1.6663,250.39,300.47,1,Sunny,Main,1,629.72,8.33,1,Scenic,0,Tema,Obuasi,50.0
75385,10.7856,-0.8514,7.3399,-2.3268,549.78,1319.47,3,Sunny,Main,0,1562.18,7.84,8,Scenic,0,Bolgatanga,Sunyani,25.0
75386,10.7856,-0.8514,5.6698,0.0166,693.91,743.47,2,Sunny,Highway,0,2019.1,8.71,9,Scenic,0,Bolgatanga,Tema,56.0
75387,10.0607,-2.5099,4.8945,-1.7554,726.72,872.06,1,Cloudy,Main,0,1280.77,9.22,3,Scenic,1,Wa,Takoradi,50.0
75388,5.6698,0.0166,5.6037,-0.187,30.01,36.01,1,Rainy,Main,0,78.95,9.37,6,Fast,0,Tema,Accra,50.0
75389,10.0607,-2.5099,7.5855,-1.9395,362.78,435.34,1,Rainy,Main,1,601.22,8.37,3,Fast,0,Wa,Techiman,50.0
75390,6.0945,-0.2611,10.7856,-0.8514,689.75,591.21,1,Cloudy,Highway,0,1700.63,9.36,1,Fast,1,Koforidua,Bolgatanga,70.0
75391,5.6037,-0.187,6.6885,-1.6244,249.9,374.85,2,Sunny,Main,1,649.97,8.08,9,Safe,0,Accra,Kumasi,40.0
75392,5.6698,0.0166,6.0945,-0.2611,72.84,87.41,1,Rainy,Main,0,146.47,8.71,8,Scenic,1,Tema,Koforidua,50.0
75393,7.3399,-2.3268,6.2007,-1.6663,179.03,306.91,1,Sunny,Local,0,313.32,9.19,8,Safe,1,Sunyani,Obuasi,35.0
75394,6.0945,-0.2611,7.3399,-2.3268,332.07,398.48,1,Sunny,Main,0,651.59,8.8,9,Scenic,1,Koforidua,Sunyani,50.0
75395,6.6101,0.4713,7.3399,-2.3268,426.4,639.6,2,Cloudy,Main,1,1004.62,7.45,7,Scenic,0,Ho,Sunyani,40.0
75396,6.6885,-1.6244,4.8945,-1.7554,250.12,375.18,2,Sunny,Main,1,741.09,6.76,5,Safe,0,Kumasi,Takoradi,40.0
75397,4.8945,-1.7554,5.1053,-1.2466,73.84,79.11,2,Cloudy,Highway,3,151.17,6.59,3,Fast,0,Takoradi,Cape Coast,56.0
75398,6.0945,-0.2611,5.6698,0.0166,70.08,105.12,2,Cloudy,Main,0,159.23,8.02,9,Safe,0,Koforidua,Tema,40.0
75399,4.8945,-1.7554,5.1053,-1.2466,77.97,83.54,2,Sunny,Highway,0,221.75,7.15,3,Scenic,0,Takoradi,Cape Coast,56.0
75400,5.1053,-1.2466,6.6885,-1.6244,242.35,259.66,2,Sunny,Highway,0,632.85,7.41,3,Scenic,1,Cape Coast,Kumasi,56.0
75401,6.2007,-1.6663,9.4075,-0.8536,441.55,473.09,2,Sunny,Highway,0,965.95,8.58,8,Safe,1,Obuasi,Tamale,56.0
75402,9.4075,-0.8536,7.3399,-2.3268,344.32,516.48,2,Rainy,Main,1,735.45,8.27,4,Safe,0,Tamale,Sunyani,40.0
75403,5.1053,-1.2466,6.6885,-1.6244,238.56,286.27,1,Rainy,Main,0,561.89,8.57,6,Safe,0,Cape Coast,Kumasi,50.0
75404,7.3399,-2.3268,6.0945,-0.2611,331.27,496.9,2,Cloudy,Main,1,947.16,7.76,7,Scenic,0,Sunyani,Koforidua,40.0
75405,9.4075,-0.8536,5.6037,-0.187,530.77,568.68,2,Cloudy,Highway,0,1288.1,8.06,4,Fast,0,Tamale,Accra,56.0
75406,10.7856,-0.8514,6.6885,-1.6244,594.31,1018.82,3,Sunny,Highway,0,1298.72,7.67,7,Scenic,0,Bolgatanga,Kumasi,35.0
75407,4.8945,-1.7554,9.4075,-0.8536,670.26,1436.27,2,Sunny,Local,1,1545.92,8.09,3,Fast,1,Takoradi,Tamale,28.0
75408,5.6698,0.0166,6.6885,-1.6244,278.21,417.31,2,Sunny,Main,3,681.63,6.81,8,Safe,0,Tema,Kumasi,40.0
75409,6.6101,0.4713,7.5855,-1.9395,367.82,551.73,2,Cloudy,Main,1,1000.69,7.38,2,Fast,1,Ho,Techiman,40.0
75410,6.6101,0.4713,6.2007,-1.6663,290.22,696.53,3,Rainy,Main,0,594.84,6.65,9,Fast,0,Ho,Obuasi,25.0
75411,5.6037,-0.187,5.1053,-1.2466,156.96,188.35,1,Cloudy,Main,0,262.41,8.75,7,Safe,1,Accra,Cape Coast,50.0
75412,4.8945,-1.7554,10.0607,-2.5099,706.99,605.99,1,Sunny,Highway,1,1660.19,8.77,10,Scenic,1,Takoradi,Wa,70.0
75413,10.0607,-2.5099,7.3399,-2.3268,384.98,577.47,2,Sunny,Main,0,860.91,8.93,4,Safe,1,Wa,Sunyani,40.0
75414,5.6037,-0.187,10.7856,-0.8514,736.52,883.82,1,Stormy,Main,0,1908.35,8.54,10,Safe,0,Accra,Bolgatanga,50.0
75415,7.3399,-2.3268,5.6037,-0.187,407.69,349.45,1,Sunny,Highway,1,1018.34,9.07,10,Safe,1,Sunyani,Accra,70.0
75416,10.0607,-2.5099,4.8945,-1.7554,729.79,1094.68,2,Sunny,Main,0,1788.1,8.65,6,Fast,0,Wa,Takoradi,40.0
75417,5.1053,-1.2466,6.0945,-0.2611,191.99,205.7,2,Sunny,Highway,1,564.49,6.8,5,Scenic,0,Cape Coast,Koforidua,56.0
75418,9.4075,-0.8536,6.0945,-0.2611,458.43,491.17,2,Rainy,Highway,1,994.95,6.93,2,Safe,0,Tamale,Koforidua,56.0
75419,4.8945,-1.7554,6.6101,0.4713,411.19,440.56,2,Stormy,Highway,1,887.34,7.29,10,Scenic,0,Takoradi,Ho,56.0
75420,6.6101,0.4713,6.0945,-0.2611,128.86,110.45,1,Sunny,Highway,0,277.62,9.47,1,Safe,1,Ho,Koforidua,70.0
75421,7.3399,-2.3268,10.0607,-2.5099,396.5,679.71,3,Stormy,Highway,0,810.73,6.18,2,Safe,0,Sunyani,Wa,35.0
75422,7.3399,-2.3268,7.5855,-1.9395,66.51,228.03,3,Rainy,Local,2,152.06,5.53,2,Fast,0,Sunyani,Techiman,17.5
75423,6.2007,-1.6663,5.6037,-0.187,213.45,457.39,2,Sunny,Local,1,626.11,7.28,9,Scenic,1,Obuasi,Accra,28.0
75424,5.6037,-0.187,10.0607,-2.5099,750.14,803.72,2,Sunny,Highway,1,1736.78,8.5,8,Scenic,0,Accra,Wa,56.0
75425,6.6101,0.4713,6.6885,-1.6244,288.79,433.18,2,Sunny,Main,0,700.03,7.01,9,Fast,1,Ho,Kumasi,40.0
75426,5.1053,-1.2466,10.0607,-2.5099,702.3,842.76,1,Sunny,Main,0,1728.48,9.09,6,Safe,1,Cape Coast,Wa,50.0
75427,6.6885,-1.6244,4.8945,-1.7554,244.6,209.66,1,Sunny,Highway,0,484.31,9.12,9,Fast,1,Kumasi,Takoradi,70.0
75428,7.3399,-2.3268,6.6885,-1.6244,133.39,142.92,2,Cloudy,Highway,2,367.53,7.93,5,Scenic,1,Sunyani,Kumasi,56.0
75429,6.6885,-1.6244,9.4075,-0.8536,378.04,648.07,1,Rainy,Local,1,753.4,8.29,2,Fast,1,Kumasi,Tamale,35.0
75430,6.0945,-0.2611,7.5855,-1.9395,315.2,378.24,1,Sunny,Main,0,669.39,9.14,4,Scenic,1,Koforidua,Techiman,50.0
75431,5.6698,0.0166,10.7856,-0.8514,729.3,1093.95,2,Sunny,Main,0,1350.08,7.12,1,Safe,1,Tema,Bolgatanga,40.0
75432,5.1053,-1.2466,5.6037,-0.187,156.41,335.16,2,Sunny,Local,1,460.37,7.52,3,Scenic,0,Cape Coast,Accra,28.0
75433,6.0945,-0.2611,5.6698,0.0166,73.2,156.86,2,Cloudy,Local,0,210.43,8.71,2,Safe,0,Koforidua,Tema,28.0
75434,7.5855,-1.9395,10.7856,-0.8514,471.58,707.37,2,Sunny,Main,0,1160.67,7.26,4,Safe,1,Techiman,Bolgatanga,40.0
75435,10.0607,-2.5099,6.6885,-1.6244,517.55,443.61,1,Stormy,Highway,0,1068.93,9.34,3,Scenic,1,Wa,Kumasi,70.0
75436,7.3399,-2.3268,6.2007,-1.6663,187.79,160.96,1,Rainy,Highway,0,328.81,9.48,9,Scenic,0,Sunyani,Obuasi,70.0
75437,10.7856,-0.8514,5.6037,-0.187,707.56,1212.96,1,Cloudy,Local,0,1560.28,8.51,8,Safe,1,Bolgatanga,Accra,35.0
75438,6.2007,-1.6663,4.8945,-1.7554,186.81,160.12,1,Sunny,Highway,0,513.69,9.33,5,Fast,1,Obuasi,Takoradi,70.0
75439,4.8945,-1.7554,5.6037,-0.187,247.03,296.44,1,Rainy,Main,0,562.06,8.7,4,Safe,1,Takoradi,Accra,50.0
75440,4.8945,-1.7554,6.6101,0.4713,410.55,615.83,2,Sunny,Main,0,917.41,7.6,9,Scenic,1,Takoradi,Ho,40.0
75441,6.6101,0.4713,5.6698,0.0166,140.24,240.41,3,Sunny,Highway,0,327.1,8.18,9,Fast,0,Ho,Tema,35.0
75442,4.8945,-1.7554,6.6885,-1.6244,248.7,266.46,2,Cloudy,Highway,0,663.02,7.49,1,Scenic,0,Takoradi,Kumasi,56.0
75443,7.5855,-1.9395,10.7856,-0.8514,455.03,487.53,2,Sunny,Highway,1,972.07,7.28,10,Scenic,1,Techiman,Bolgatanga,56.0
75444,10.0607,-2.5099,6.6885,-1.6244,495.95,850.2,3,Cloudy,Highway,1,1161.36,5.85,10,Fast,0,Wa,Kumasi,35.0
75445,5.6698,0.0166,7.3399,-2.3268,418.27,358.52,1,Sunny,Highway,0,1036.87,9.25,9,Fast,0,Tema,Sunyani,70.0
75446,5.1053,-1.2466,6.0945,-0.2611,206.98,221.76,2,Rainy,Highway,0,384.48,7.37,7,Scenic,1,Cape Coast,Koforidua,56.0
75447,10.0607,-2.5099,6.0945,-0.2611,641.79,550.11,1,Sunny,Highway,0,1630.36,8.8,6,Fast,0,Wa,Koforidua,70.0
75448,9.4075,-0.8536,5.1053,-1.2466,589.09,883.64,2,Sunny,Main,1,1667.09,8.17,8,Safe,0,Tamale,Cape Coast,40.0
75449,7.5855,-1.9395,5.6037,-0.187,391.32,1341.67,3,Cloudy,Local,2,1188.91,5.74,8,Safe,0,Techiman,Accra,17.5
75450,10.7856,-0.8514,5.6698,0.0166,694.63,744.25,2,Cloudy,Highway,0,2004.14,8.28,5,Safe,0,Bolgatanga,Tema,56.0
75451,7.5855,-1.9395,10.0607,-2.5099,350.9,842.16,3,Sunny,Main,0,749.12,7.56,5,Scenic,0,Techiman,Wa,25.0
75452,5.6698,0.0166,7.3399,-2.3268,388.73,466.48,1,Sunny,Main,0,750.5,8.54,6,Fast,1,Tema,Sunyani,50.0
75453,7.3399,-2.3268,6.6101,0.4713,429.16,643.74,2,Sunny,Main,0,1122.09,8.85,5,Fast,0,Sunyani,Ho,40.0
75454,5.6698,0.0166,6.0945,-0.2611,70.32,120.55,3,Stormy,Highway,2,194.81,5.98,8,Scenic,0,Tema,Koforidua,35.0
75455,10.7856,-0.8514,5.1053,-1.2466,785.51,942.61,1,Rainy,Main,0,1383.69,9.34,8,Scenic,0,Bolgatanga,Cape Coast,50.0
75456,6.0945,-0.2611,6.2007,-1.6663,191.74,230.09,1,Cloudy,Main,0,407.87,9.12,8,Safe,1,Koforidua,Obuasi,50.0
75457,6.6885,-1.6244,7.5855,-1.9395,132.33,317.59,3,Sunny,Main,0,355.15,6.96,8,Scenic,0,Kumasi,Techiman,25.0
75458,7.3399,-2.3268,6.6885,-1.6244,137.73,330.55,3,Rainy,Main,0,377.94,7.3,5,Safe,0,Sunyani,Kumasi,25.0
75459,5.6037,-0.187,6.6885,-1.6244,249.42,267.24,2,Sunny,Highway,1,735.02,7.91,3,Fast,1,Accra,Kumasi,56.0
75460,7.5855,-1.9395,5.6698,0.0166,372.16,558.24,2,Rainy,Main,0,976.96,8.51,6,Fast,0,Techiman,Tema,40.0
75461,5.1053,-1.2466,6.6101,0.4713,319.2,383.04,1,Sunny,Main,0,646.54,8.64,10,Safe,1,Cape Coast,Ho,50.0
75462,6.6885,-1.6244,9.4075,-0.8536,386.2,827.57,2,Sunny,Local,0,883.16,8.26,5,Scenic,1,Kumasi,Tamale,28.0
75463,6.2007,-1.6663,6.6885,-1.6244,65.54,140.44,2,Rainy,Local,1,143.12,7.06,3,Fast,0,Obuasi,Kumasi,28.0
75464,6.6101,0.4713,6.2007,-1.6663,306.23,328.1,2,Sunny,Highway,1,748.98,7.02,5,Fast,0,Ho,Obuasi,56.0
75465,5.1053,-1.2466,5.6698,0.0166,196.67,236.0,1,Rainy,Main,0,335.59,8.96,5,Safe,0,Cape Coast,Tema,50.0
75466,10.0607,-2.5099,4.8945,-1.7554,728.44,1560.94,2,Sunny,Local,0,1316.66,8.16,2,Scenic,1,Wa,Takoradi,28.0
75467,4.8945,-1.7554,6.6885,-1.6244,245.4,210.34,1,Sunny,Highway,0,508.07,8.59,8,Safe,1,Takoradi,Kumasi,70.0
75468,6.6101,0.4713,10.7856,-0.8514,599.9,514.2,1,Cloudy,Highway,0,1322.08,8.67,10,Fast,1,Ho,Bolgatanga,70.0
75469,5.6698,0.0166,9.4075,-0.8536,546.58,1171.24,2,Cloudy,Local,1,1120.72,6.75,1,Safe,0,Tema,Tamale,28.0
75470,4.8945,-1.7554,5.6037,-0.187,237.98,285.58,1,Cloudy,Main,1,615.77,8.55,8,Safe,1,Takoradi,Accra,50.0
75471,6.0945,-0.2611,5.1053,-1.2466,197.62,474.29,3,Rainy,Main,1,414.45,6.86,3,Safe,0,Koforidua,Cape Coast,25.0
75472,9.4075,-0.8536,6.2007,-1.6663,494.7,1060.07,2,Sunny,Local,0,1447.97,7.31,3,Scenic,1,Tamale,Obuasi,28.0
75473,5.6698,0.0166,6.6101,0.4713,142.57,244.41,3,Rainy,Highway,3,373.73,6.77,4,Safe,0,Tema,Ho,35.0
75474,10.0607,-2.5099,5.6037,-0.187,739.31,1108.96,2,Cloudy,Main,0,1519.27,8.51,6,Scenic,1,Wa,Accra,40.0
75475,6.6885,-1.6244,5.6698,0.0166,277.14,475.1,3,Sunny,Highway,1,797.83,6.34,7,Safe,0,Kumasi,Tema,35.0
75476,10.7856,-0.8514,6.2007,-1.6663,675.46,1013.19,2,Sunny,Main,1,1759.58,8.51,10,Scenic,0,Bolgatanga,Obuasi,40.0
75477,6.0945,-0.2611,9.4075,-0.8536,463.83,695.74,2,Rainy,Main,1,1031.15,7.65,1,Fast,0,Koforidua,Tamale,40.0
75478,5.1053,-1.2466,5.6698,0.0166,185.86,199.14,2,Sunny,Highway,2,484.05,7.3,2,Safe,0,Cape Coast,Tema,56.0
75479,6.2007,-1.6663,5.6037,-0.187,223.79,239.77,2,Sunny,Highway,0,444.25,7.9,5,Safe,1,Obuasi,Accra,56.0
75480,5.1053,-1.2466,5.6698,0.0166,191.66,328.56,3,Cloudy,Highway,0,384.16,7.64,9,Scenic,0,Cape Coast,Tema,35.0
75481,7.3399,-2.3268,7.5855,-1.9395,61.28,73.54,1,Rainy,Main,0,163.36,8.95,5,Scenic,1,Sunyani,Techiman,50.0
75482,5.1053,-1.2466,6.2007,-1.6663,170.8,183.0,2,Rainy,Highway,1,489.65,7.36,9,Safe,0,Cape Coast,Obuasi,56.0
75483,7.3399,-2.3268,10.7856,-0.8514,561.34,842.01,2,Cloudy,Main,0,1448.48,7.15,7,Fast,1,Sunyani,Bolgatanga,40.0
75484,7.3399,-2.3268,4.8945,-1.7554,349.42,299.5,1,Rainy,Highway,0,812.65,8.64,5,Fast,1,Sunyani,Takoradi,70.0
75485,5.6037,-0.187,7.3399,-2.3268,411.32,705.12,3,Sunny,Highway,0,940.75,7.34,1,Scenic,0,Accra,Sunyani,35.0
75486,9.4075,-0.8536,7.3399,-2.3268,374.96,642.79,3,Rainy,Highway,0,934.99,6.17,3,Scenic,0,Tamale,Sunyani,35.0
75487,10.7856,-0.8514,10.0607,-2.5099,247.13,211.83,1,Sunny,Highway,0,584.96,9.19,1,Safe,1,Bolgatanga,Wa,70.0
75488,6.6885,-1.6244,6.6101,0.4713,279.36,670.46,3,Sunny,Main,0,846.03,5.98,2,Fast,0,Kumasi,Ho,25.0
75489,7.5855,-1.9395,5.1053,-1.2466,386.32,927.17,3,Rainy,Main,3,813.72,5.7,3,Fast,0,Techiman,Cape Coast,25.0
75490,9.4075,-0.8536,10.0607,-2.5099,256.3,615.12,3,Cloudy,Main,2,703.4,6.54,7,Safe,0,Tamale,Wa,25.0
75491,9.4075,-0.8536,5.1053,-1.2466,618.02,1059.46,1,Sunny,Local,0,1425.81,9.14,5,Fast,1,Tamale,Cape Coast,35.0
75492,5.6037,-0.187,6.0945,-0.2611,68.84,103.26,2,Sunny,Main,0,194.94,8.0,3,Safe,0,Accra,Koforidua,40.0
75493,10.0607,-2.5099,4.8945,-1.7554,739.95,1268.49,1,Rainy,Local,1,1729.32,8.63,10,Scenic,1,Wa,Takoradi,35.0
75494,10.0607,-2.5099,7.3399,-2.3268,386.7,331.46,1,Rainy,Highway,0,646.83,8.97,10,Safe,0,Wa,Sunyani,70.0
75495,6.6101,0.4713,9.4075,-0.8536,446.91,670.36,2,Rainy,Main,0,1114.26,7.31,10,Scenic,0,Ho,Tamale,40.0
75496,5.6698,0.0166,7.5855,-1.9395,393.69,1349.79,3,Sunny,Local,4,1075.63,6.3,1,Scenic,0,Tema,Techiman,17.5
75497,5.6037,-0.187,10.0607,-2.5099,747.79,1602.41,2,Cloudy,Local,1,1814.59,6.79,1,Safe,0,Accra,Wa,28.0
